"name","sentiment","score","text"
"Biden","neg","0.998224914073944","We must rely on the grace of Christ to carry us through, and His sacramental presence and consolation. What if it gets worse as Biden and Harris have promised it would and lasts for four years or eight or the rest of our lives, God forbid. The Ephesus church also had a third attaboy from St."
"Biden","neg","0.9973535537719728","OK, ask your relatives to help you, I have my own problems. Ha, I remember Joe Biden gafe during an electoral meeting, asking a guy in wheel chair to stand up. Apply... church-sinner-insensitive speaker/pastor... I am sure that the crippled beggar knew about Jesus."
"Biden","neg","0.9928769469261168","AS OF THIS WRITING WE DO NOT KNOW FOR CERTAIN IF JOE or DONALD WILL BE NEXT. WILL BIDEN BE PRESIDENT 46. This will be tied up in the courts for some time."
"Biden","neg","0.9821458458900452","At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes. Senator Biden defended the proposal saying, It's time to be patriotic time to jump in, time to be part of the deal, time to help get America out of the rut. Douglas K."
"Biden","neg","0.960629403591156","We worry about our freedoms when the political winds change. Will Joe Biden and the Democrats clamp down on Christian freedom and condemn Biblical doctrines as hate speech. Or will we be able to maintain our freedoms to worship."
"Biden","pos","0.9819967150688172","There are 4900 friends on my page. If you voted Biden say so. If not unfriend me."
"Bill Clinton","neg","0.999602735042572","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Richard Nixon; or if you are a Republican, your idea of a bad leader may be Bill Clinton. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Bill Clinton","neg","0.9983432292938232","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Bill Clinton","neg","0.9968093037605286","He was an expert at manipulating words to his favor. George Stephanopoulos, now an ABC news analyst was the Director of Communications for Bill Clinton's White House. When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism."
"Bill Clinton","neg","0.9949808716773988","Life is absurd because one generation rarely learns anything from the previous generation. I had this very powerfully worked out in my life in the whole business between Richard Nixon and Bill Clinton. Now, please do not run this through any political filter; run this through an historical filter."
"Bill Clinton","neg","0.9936572909355164","Many thought that he loved women and he and his wife Hillary had people killed. Bill Clinton's election was called dirty tactics. Then the 43 George W."
"Bill Clinton","pos","0.9988954067230223","A good teacher inspires a thirst for learning that lasts a lifetime. Bill Clinton said that on August 5, 1993 during a ceremony honoring inductees into the teacher's Hall of Fame. Henry Brooks Adams said, Teachers affect eternity, they can never know the full range of their influence."
"Bill Clinton","pos","0.9966145157814026","Then we see William J. Bill Clinton. Many thought that he loved women and he and his wife Hillary had people killed."
"Bill Clinton","pos","0.9926151037216188","Those who lost start thinking about 2012; those who won wonderwhat in the world they've gotten themselves in-for. Bill Clinton talked about that; after an improbable victory in 1991. On inauguration day in January 1992 he is said to have been walking in the parade to the White House thinking, O-my-gosh."
"Bill Clinton","pos","0.9914372563362122","Rom. 6:19 Millions have lived to regret their momentary surrender to lust - ask Bill Clinton. Conclusion:Radio personality Paul Harvey tells the story of how an Eskimo kills a wolf."
"Bill Clinton","pos","0.9787552952766418","d. Bill Clinton Love Child Rocks Hillary's Campaigne. Hugh Hefner Trapped in Playboy House of Horrorsf."
"Bush","neg","0.9987486600875854","It's the Economy, Stupid. This buzz phrase become very popular during the first President Bush's administration, and could easily be used today. Today let's take a look at God's spiritual economic plan for His people."
"Bush","neg","0.9967040419578552","In the name of Jesus. Satan will have to flee... Illustration: Funeral of BrezhnevAs Vice President, George Bush represented the U. S."
"Bush","neg","0.9960107803344728","Brian Birdwell, who was badly burned in the Pentagon attack. The President walked in, stood by Brian's bedside, asked Brian how he was doingTold him that he was very proud of him and his wifeAnd that they were his heroesThe President then saluted BrianNow, at this point in time, Brian is bandaged up pretty wellHis hands are burned very badly as well as the back of him from the head downHis movements were very restrictedUpon seeing the President saluting him, Brian began to slowly return the saluteTaking about 15-20 seconds to get his hand up to hisheadDuring all of this, 15-20 seconds, President Bush never moved, never dropped his saluteThe President dropped his salute only when Brian was finished with his, and then gave his wife a huge hug for what also probably seemed like an eternityAs a note to those of you who might not be familiar with military protocolThe subordinate normally initiates a salute and will holdit until the superior officer returns the saluteIn the above incident, President Bush acted in the role of theSubordinate to show his respect and high regard for the injured manHe set a great exampleIn order to be an example, you have to have someone who is following that exampleThat someone is youNow by no means should you follow my examplePlease noBut you should follow the example laid out in scripture The Bible saysBlameless - not implying sinless perfectionBut a life that is beyond legitimate accusation and public scandalNot overbearing, not quick-tempered, not given to drunkenness, not violent, not pursuing dishonest gainAll of these are pretty self-explanatoryMust be hospitable - a lover of strangersMust love what is goodBe self-controlled, upright, Holy and disciplinedIf those are the things I as your pastor am supposed to portrayAnd I am an example to youYou are expected to live a life blameless as wellFor as we move into chapter 2Paul begins to write about Right living in the churchPaul instructs Titus to instruct the older men and women in how they to can be examples within the churchHaving people of all ages in the church makes it strongBut it also brings potential for problemsPaul gives Titus counsel on how to help various groups of peopleThe older people should teach the younger by words an by exampleHow in the world can these young people learn unless the older generation teaches themYou older folks now are benefiting from what you gleaned from the generations before youThat is how most things workWho taught you how to fish. Hunt."
"Bush","neg","0.9954361319541932","Notice you aren't asking God to bless your agenda. God's purpose for your life may be something that you do not want, initially Leslie Dorsey prayed God's blessings for George Bush even when she had reservations about His legitimacy. Over the past year we have been asking God to help us become a purpose-driven church This is only realized as each one of us becomes purpose-driven Christians."
"Bush","neg","0.9940268993377686","BECAUSE they both want the same job. LISTEN no one expects John Kerry and George Bush to become really good friends over the next 5 months I guarantee you that will see no picture on CNN or Fox News of Bush and Kerry grilling out steaks together or hanging out at each other's house. UNDERSTAND - Jonathan was in line to be the next king."
"Bush","pos","0.9997242093086244","B. Following this bold tradition President Bush made the following proclamation concerning thanksgiving on November 21, 2008:Thanksgiving is a time for families and friends to gather together and express gratitude for all that we have been given, the freedoms we enjoy, and the loved ones who enrich our lives. We recognize that all of these blessings, and life itself, come not from the hand of man but from Almighty God."
"Bush","pos","0.9997060894966124","After years of faithful service, his efforts began to really make difference, not only in the lives of children but in the community as well. Due to the success of Metro's programs, President George Bush, Sr. appointed Pastor Bill to serve on the National Commission on America's Urban Families in 1991."
"Bush","pos","0.9995703101158142","Then the much loved RONALD REAGAN. George Bush one term. Then we see William J."
"Bush","pos","0.9991559982299804","USA Today article: June 4th 2006 edition:A uniter, not a dividerWarren is no liberal. He backed President Bush in the 2004 election and opposes abortion and stem cell research. But in a refreshing change from today's unhealthy norm, Warren is spending his time and clout not on the divisive issues that have come to define the Christian right abortion, stem cell research, a supposedly anti-God judiciary and so on but on a campaign that can bring people together and save many lives in the process."
"Bush","pos","0.9989584684371948","In the presidential race especially, election day is also a day of punishments and rewards for those who are helping out the candidates. If you were on George Bush's campaign staff, election day for you is a day of rewards. You'll be congratulated for all your hard work, and you'll probably be given a job in the government somewhere that's your reward, if you want it, for working on the campaign for the winner."
"Clinton","neg","0.999602735042572","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Richard Nixon; or if you are a Republican, your idea of a bad leader may be Bill Clinton. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Clinton","neg","0.9993993043899536","When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism. Stephanopoulos, to his credit, did tire of the Clinton lies and left the White House. CHALLENGE:Finding the truth, and acting on it, is an old problem."
"Clinton","neg","0.998716115951538","83 a year after taxes. Those opposed to Hillary Clinton will point out that as a First Lady, Senator, and Secretary of State she never accomplished anything. Many accuse her of having an open marriage, allowing her husband the freedom to have affairs."
"Clinton","neg","0.9983432292938232","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Clinton","neg","0.9981219172477722","Now, I'm not going to touch the political issues. Whether or not it was wise to vote for Clinton or Gingrich, whether or not they should have been removed from office for what they did, are political questions which I'm not going to try to answer for anyone. But, I will say that the actions of both men have been morally disgusting and disgraceful."
"Clinton","pos","0.999658465385437","what it means to be human citation: Cracking the code, Les Sillars, World, 4/29/00. As President Clinton recently said, the completion of this task is the scientific breakthrough of the century, perhaps of all time ibid. To put it very simply, DNA provides the basic building blocks of information for who we are."
"Clinton","pos","0.9994077682495116","Among the overflow crowd of 4,000 elected officials and guests from 170 countries, including President and Mrs. Clinton, were Mr. and Mrs."
"Clinton","pos","0.9988954067230223","A good teacher inspires a thirst for learning that lasts a lifetime. Bill Clinton said that on August 5, 1993 during a ceremony honoring inductees into the teacher's Hall of Fame. Henry Brooks Adams said, Teachers affect eternity, they can never know the full range of their influence."
"Clinton","pos","0.9986690282821656","Even the church has become divided with some denominations leaning strongly toward one or the other. The Sun Sentinel ran an editorial listing 5 reasons to vote for Hillary Clinton. , Hillary has the depth of knowledge and breadth of foreign policy experience to reassure our allies and make our enemies worry."
"Clinton","pos","0.9984116554260254","d. When they arrived at the White House and began the tour, Clinton spotted Bubba in the group and motioned for him and his boss to come over. Clinton said, Bubba, what a surprise, I'm really busy, but not too busy to have a cup of coffee first and catch up."
"Hillary Clinton","neg","0.998716115951538","83 a year after taxes. Those opposed to Hillary Clinton will point out that as a First Lady, Senator, and Secretary of State she never accomplished anything. Many accuse her of having an open marriage, allowing her husband the freedom to have affairs."
"Hillary Clinton","neg","0.9885321855545044","Of all the allegations made against him regarding his sexual history, Clinton has only admitted extramarital relationships with Monica Lewinsky and Gennifer Flowers, although he settled the suit brought by Paula Jones for 850,000. While Hillary Clinton is being publicly demeaned for standing by her man, in the back ground was a young daughter being exposed to all this negative media attention. In a recent interview she was quoted as saying, Candidly, I don't remember a time in my life when my parents and my family weren't being attacked."
"Hillary Clinton","neg","0.9845987558364868","THE FORGIVEN FOREBEAR COLOSSIANS 3:12-14 It's been alleged that the Republican party will spend 150,000 on Vice Presidential candidate Sarah Palin's wardrobe and makeup. Senator Hillary Clinton's pantsuits were donated to her. They cost 6,200."
"Hillary Clinton","neg","0.9809305667877196","BUT ON THE OTHER HAND, many have made it their goal in life to figure out exactly who this character is. , Some have said Nero, Caligula,, Hitler, Gorbachav, Kissinger, even Hillary Clinton. PERSONALLY, I DON'T CARE WHO THE ANTICHRIST IS."
"Hillary Clinton","neg","0.951333224773407","The word literally means someone who is sent on a mission. Think Hillary Clinton, Condoleeza Rice, Henry Kissinger - someone who travels and conducts business on behalf of another. Paul knew that God had a job for him to do."
"Hillary Clinton","pos","0.9986690282821656","Even the church has become divided with some denominations leaning strongly toward one or the other. The Sun Sentinel ran an editorial listing 5 reasons to vote for Hillary Clinton. , Hillary has the depth of knowledge and breadth of foreign policy experience to reassure our allies and make our enemies worry."
"Kerry","neg","0.9940268993377686","BECAUSE they both want the same job. LISTEN no one expects John Kerry and George Bush to become really good friends over the next 5 months I guarantee you that will see no picture on CNN or Fox News of Bush and Kerry grilling out steaks together or hanging out at each other's house. UNDERSTAND - Jonathan was in line to be the next king."
"Kerry","neg","0.9924442172050476","1 We must seek God's Will first - and everything else will fall in line2 We must seek God's Heart first - and everything else will fall in line3 We must seek God's Kingdom first - and everything else will fall in lineb What then, should be the issues you voted on in this election. 1 Kerry was for abortion, homosexual marriage, homosexual rights2 Bish against abortion, homosexual marriage, homosexual rights 73 of voters who voted on moral issues voted for George Bush CNN NPR 78 of Christians voted for George Bush FOX News 1 woman and 1 man as marriage was affirmed in all 11 states it was an issuec God does not care about the economy or missing WMDs or anything of the sort. God cares about the moral fabric of our nation and that moral fabric was up for election this past Tuesday."
"Kerry","pos","0.9983522891998292","-One of the candidates answered with a very strong religious statement. It wasn't George Bush because he answered, I don't know -It was Senator John Kerry who said - We're all God's children, he said. And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was."
"Kerry","pos","0.9955920577049256","When you watch reality television shows like the Apprentice or Survivor - you can see people that are full of confidence. In the recent presidential debates you can tell that neither George Bush or John Kerry are lacking confidence. There's lots of confident people in the world."
"Kerry","pos","0.9891307353973388","The nice thing about America is that there is not going to be a Civil War now. President Bush is not going to get revenge on these people who voted against him, and the Kerry supporters aren't going to start a rebellion. They may complain and lobby against his decisions - and they probably will."
"Kerry","pos","0.9221411943435668","What all the news commentators seemed to find noteworthy was how civilized our country is when it comes to elections. When it was all over John Kerry called President bush and conceded the election. He admitted defeat and wished him well."
"McCain","neg","0.9994402527809144","There were emails that went around saying that this child was not Palin's baby, but her daughter's child. Now, there is no evidence of that being true, it is just what some people were saying in an effort to hurt the McCain-Palin campaign. These emails are by no means alone."
"McCain","neg","0.9925109148025512","ILL. - Recently, Presidential candidate John McCain said, Americans want us to stop yelling at each other...I will reach out my hand to anyone to help me get this country moving again. More than any American, God wants us to stop yelling at one another and fighting with one another."
"McCain","neg","0.9919037222862244","I will mentally endure. Thinking of John McCain, for so many years as a POW. He needed mental and emotional strength to endure3."
"McCain","neg","0.989396035671234","And we would sit here this evening and say that Christians DON'T live a life that is a carbon copy of unbelieving Americans Yet the statistics would not bear witness to that statement The divorce rate is virtually the same between Christians and non-Christians as a matter of fact; I saw one report that showed the divorce rate among Christians to be just a little higher than non-Christians What kind of testimony is that to world that is looking for something to make a difference in their lives Christians watch the same movies and television programs Where is the salt and the light where are the people standing in the gap to save our families and our nation This year, we have seen Homosexual unions become legal in one state in our nation And the lawsuits have been filed in other states to make those unions legal nationwide Where does the worldview lie. On June 3rd of this year, the Arkansas Democratic Gazette had a letter to the editor from pastor Randy McCain from Sherwood, who said that he was proud to be the pastor of a homosexual man. He went on to add that he could say with all honesty that this mans lifestyle is one of helping others and caring for those around him."
"McCain","neg","0.9415580630302428","Obviously I couldn't finish it until I knew who won the election. Friends, this message is my effort, and would have been virtually identical had John McCain won the election, to see the hate stop among our citizens but even more among people of faith. I pray that I never see or hear about another situation like Mike and Buddy again."
"McCain","pos","0.9957411289215088","And ultimately, do what is right and do it with love. John McCain on CourageSource: Fast Company magazine's First Impression newsletter 8-2-06 Copied from Preaching Today Courage is like a muscle, the late US Senator John McCain said. The more we exercise it, the stronger it gets."
"McCain","pos","0.9937824606895448","They cost 6,200. John McCain wears 500 shoes. Paul tells us every well-dressed Christian has forgiveness and forbearance as an essential part of his wardrobe."
"McCain","pos","0.9728928208351136","But will he lead us in the direction of God. I heard him say that he wants to work with Senator McCain and Governor Palin. But does he want to bring God into the strategy session."
"Obama","neg","0.9997425675392152","This bad form, bad manners. It would be a little like Obama sending a White House page boy to greet Putin or the Queen of England. 5."
"Obama","neg","0.9997385144233704","God never intended for Saul to be the king of Israel but He gave the people what they wanted. And when it comes to President Obama many feel that he has ruined this country. It seems his health care program has become a disaster."
"Obama","neg","0.9981162548065186","If we are actually born in the United States or, if at least one of our parents are citizens or the US. There has never been a question that Obama's mother was a US Citizen. It seems evident to me that whoever started this was intent on putting Obama in a negative light."
"Obama","neg","0.9980971217155457","The tendency is to just keep kicking the can down the road until there is no place else to kick it. Obama Care has been a disaster; but there is no easy replacement for the program. In the end, healthcare has to be paid for by somebody."
"Obama","neg","0.9970430731773376","NLT As a new presidential administration starts in January 2009, one thing will stay the same there will be people looking for every mistake that is made to magnify it. President-elect Obama will make mistakes because he is a human being. He will sometimes take bad advice sometimes get wrong information sometimes simply choose the wrong option."
"Obama","pos","0.9997414946556092","And I do my very best to remember Him through His Son, Jesus Christ, and to focus on Him first and foremost in my life. Let us thank all of our veterans for their courageous service for America, and let us also remember to pray for our leaders, including President-elect Barrack Obama and his staff, that they might find themselves being led by God Almighty in their administration of this blessed nation. This is a time of healing and refocusing on our Lord, not a time of bitterness and negativity."
"Obama","pos","0.9996929168701172","Let's honor the king. Barack Obama is our king. He is our president."
"Obama","pos","0.9990517497062684",". Obama Wins. November 9th, 20081 Peter 2:13-17; Romans 13:1-7Obama wins."
"Obama","pos","0.998623251914978","A one world movement has been in place for decades, a one world church, a one world economy, and a one world government is right on its heels. Many Americans rejoiced at the news of Obama's victory this week, but they weren't the only ones. Many more around the world are touting him as the President of the World, a major international healer, bringing all together."
"Obama","pos","0.9985472559928894","Pray for their safety, their wisdom, their discernment. 1 Tim 2:1-4You may not like Obama/agree with his policies, but we must honor the office he holds and pray for him1 Pet 2:17 Honor all people, love the brotherhood, fear God, honor the king. This is both a Good Day and a Bad Day."
"Romney","neg","0.9986760020256042","Conan O'Brien4. Today Mitt Romney visited a firehouse here in New York City. Of course, he was disappointed when he learned that the firehouse is not where you get to fire people."
"Romney","neg","0.9660813212394714","We will reap the consequences of our choices. One of the members of the liberal media said, Mitt Romney lost the election because he couldn't separate himself from the Republican Party's growing extremism. Do you know what he was referring to."
"Romney","neg","0.8494338989257812","David Letterman2. Mitt Romney says he's never paid less than 13 in taxes, which I think is fair because only 13 of his money is in this country. Jay Leno3."
"Romney","pos","0.9864472150802612","Jay Leno 6. Mitt Romney believes that marriage should be between one man and one woman. Which is better than his grandfather, who believed that it should be between one man and five women."
"Trump","neg","0.9997538924217224","Our nation will be in a mess. Those who oppose Trump declare that Islamic Mosques will be closed, inhibiting their freedom of religion. The press will be suppressed with only those in his favor getting access to him."
"Trump","neg","0.9993889331817628","Zig Ziglar As long as you're going to be thinking anyway, think big. Donald Trump Opportunity is missed by most people because it is dressed in overalls and looks like work. Thomas Edison The only place where success comes before work is in the dictionary."
"Trump","neg","0.9988823533058168","We think that preparation isn't needed. We think that our commitment will trump lack of preparation. That isn't true."
"Trump","neg","0.9988499879837036","ILL. - Donald Trump is worth about 3 billion dollars. Where did he get all of his money."
"Trump","neg","0.998731791973114","There was a picture that had been shared of three former first ladies and one picture of Mrs. Trump completely naked. The photo is so bad I would not dream of showing it here."
"Trump","pos","0.999848484992981","He's bold. Trump speaks with gusto. He says what's on his mind."
"Trump","pos","0.9998206496238708","Psalm 72, NLT -Include in the bulletin for members:Dear Heavenly Father,I come before you with a humble and grateful heart. I ask you to lift up those who are seated in places of authority in our nation President Trump, those representing me in the United States Senate, in the U. S."
"Trump","pos","0.9997991919517516","Cleveland. com listed 5 reasons to vote for Donald Trump. He's bold."
"Trump","pos","0.9997393488883972","- Early in 1989, when Donald Trump's bank account was still bulging, a writer asked Trump the inevitable question about what horizons were left to conquer. Right now, I'm genuinely enjoying myself, Trump replied. I work and I don't worry."
"Trump","pos","0.9997007846832277",". Last season's new TV reality show The Apprentice centering around Donald Trump was a big hit. The 58 year old Trump commands an empire of over 100 companies, billions of dollars, and some of the most illustrious buildings in the world."
